name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
wild/bibleref/short,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,43,1000000,1.68s,656.00ns,8.00ns,659.00ns,46.00ns,613.00ns,24.83us
wild/bibleref/short,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,43,1000000,1.73s,653.00ns,8.00ns,658.00ns,37.00ns,615.00ns,8.18us
wild/bibleref/line,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,613357,3756,4.51s,798.72us,1.22us,798.74us,3.13us,788.81us,860.53us
wild/bibleref/line,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,613357,3792,4.51s,791.29us,1.28us,791.23us,3.35us,780.81us,848.35us
wild/caddy/caddy,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,107,1000000,877.61ms,227.00ns,3.00ns,228.00ns,18.00ns,214.00ns,2.49us
wild/caddy/caddy,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,107,1000000,877.16ms,231.00ns,2.00ns,232.00ns,18.00ns,211.00ns,2.33us
wild/caddy/caddy,count-captures,0.1.0 (rev be8b1354b8),python/re,3.12.3,,107,1000000,1.98s,673.00ns,14.00ns,705.00ns,851.00ns,615.00ns,691.34us
wild/dot-star-capture/rust-src-tools,count-captures,0.1.0 (rev be8b1354b8),python/re,3.12.3,,7384531,1000000,1.78s,558.00ns,13.00ns,573.00ns,779.00ns,510.00ns,627.29us
wild/dot-star-capture/rust-src-tools,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,7384531,229,4.56s,13.12ms,107.96us,13.11ms,151.42us,12.67ms,13.48ms
wild/dot-star-capture/rust-src-tools,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,7384531,224,4.56s,13.44ms,100.26us,13.43ms,143.18us,13.05ms,13.75ms
wild/grapheme/compile,compile,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,,9214,4.51s,304.73us,2.83us,305.08us,4.12us,295.71us,397.23us
wild/grapheme/compile,compile,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,,9713,4.51s,285.59us,2.70us,285.99us,3.77us,276.27us,341.77us
wild/grapheme/source-code,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,7384531,53,4.61s,57.28ms,268.95us,57.36ms,421.05us,56.60ms,58.61ms
wild/grapheme/source-code,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,7384531,52,4.61s,58.50ms,304.65us,58.49ms,461.95us,57.67ms,59.59ms
wild/grapheme/codepoints,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,4382592,324,4.56s,9.26ms,53.78us,9.28ms,119.32us,9.15ms,10.01ms
wild/grapheme/codepoints,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,4382592,314,4.56s,9.56ms,113.72us,9.56ms,155.46us,9.25ms,10.00ms
wild/parol-veryl/ascii,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,150600,209,4.56s,14.40ms,33.07us,14.40ms,45.40us,14.30ms,14.50ms
wild/parol-veryl/ascii,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,150600,212,4.51s,14.15ms,14.95us,14.15ms,23.29us,14.08ms,14.22ms
wild/parol-veryl/unicode,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,150600,179,4.56s,16.84ms,26.39us,16.84ms,40.53us,16.71ms,16.94ms
wild/parol-veryl/unicode,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,150600,187,4.56s,16.12ms,17.00us,16.12ms,26.22us,16.05ms,16.21ms
wild/parol-veryl/multi-patternid-ascii,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,150600,1559,4.51s,1.93ms,14.62us,1.92ms,20.68us,1.87ms,1.98ms
wild/parol-veryl/multi-patternid-ascii,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,150600,1597,4.51s,1.88ms,15.83us,1.88ms,21.93us,1.82ms,1.94ms
wild/parol-veryl/multi-captures-ascii,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,150600,707,4.51s,4.24ms,8.34us,4.25ms,47.70us,4.20ms,4.50ms
wild/parol-veryl/multi-captures-ascii,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,150600,745,4.51s,4.03ms,24.40us,4.03ms,28.18us,3.98ms,4.13ms
wild/ruff/whitespace-around-keywords,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,32514526,37,4.66s,82.33ms,54.03us,82.34ms,142.61us,82.14ms,82.85ms
wild/ruff/whitespace-around-keywords,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,32514526,37,4.61s,81.20ms,90.57us,81.21ms,142.15us,80.96ms,81.72ms
wild/ruff/noqa,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,32514526,165,4.56s,18.25ms,25.60us,18.25ms,44.79us,18.15ms,18.50ms
wild/ruff/noqa,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,32514526,168,4.56s,17.94ms,27.96us,17.95ms,55.91us,17.84ms,18.24ms
wild/ruff/unnecessary-coding-comment,grep,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,32514526,147,4.56s,20.39ms,44.22us,20.41ms,84.68us,20.28ms,20.74ms
wild/ruff/unnecessary-coding-comment,grep,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,32514526,146,4.56s,20.55ms,52.57us,20.56ms,104.89us,20.25ms,21.02ms
wild/ruff/string-quote-prefix,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,32514526,213,4.56s,14.10ms,43.19us,14.10ms,72.89us,13.98ms,14.41ms
wild/ruff/string-quote-prefix,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,32514526,219,4.56s,13.70ms,23.26us,13.71ms,59.15us,13.62ms,14.12ms
wild/ruff/space-around-operator,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,32514526,49,4.66s,62.30ms,54.99us,62.33ms,131.50us,62.16ms,62.88ms
wild/ruff/space-around-operator,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,32514526,49,4.61s,61.57ms,70.76us,61.59ms,101.24us,61.41ms,61.86ms
wild/ruff/shebang,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,32514526,93,4.61s,32.43ms,57.31us,32.44ms,109.80us,32.25ms,33.05ms
wild/ruff/shebang,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,32514526,104,4.56s,28.96ms,83.73us,28.98ms,135.54us,28.77ms,29.39ms
wild/rustsec-cargo-audit/original-unix,count-captures,0.1.0 (rev be8b1354b8),python/re,3.12.3,,5266960,2871,4.56s,1.04ms,1.06us,1.04ms,7.76us,1.04ms,1.42ms
wild/rustsec-cargo-audit/original-unix,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,5266960,16356,4.56s,166.20us,4.82us,183.39us,22.06us,159.56us,232.32us
wild/rustsec-cargo-audit/original-unix,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,5266960,17178,4.56s,163.10us,1.20us,174.62us,19.65us,159.94us,236.19us
wild/rustsec-cargo-audit/original-windows,count-captures,0.1.0 (rev be8b1354b8),python/re,3.12.3,,4644864,3252,4.56s,921.23us,0.99us,922.04us,8.18us,917.33us,1.28ms
wild/rustsec-cargo-audit/original-windows,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,4644864,19706,4.56s,151.77us,426.00ns,152.21us,1.24us,150.34us,171.98us
wild/rustsec-cargo-audit/original-windows,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,4644864,19994,4.56s,149.74us,387.00ns,150.01us,1.10us,147.97us,187.84us
wild/rustsec-cargo-audit/both-slashes,count-captures,0.1.0 (rev be8b1354b8),python/re,3.12.3,,5266960,2849,4.56s,1.05ms,0.97us,1.05ms,7.38us,1.05ms,1.41ms
wild/rustsec-cargo-audit/both-slashes,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,5266960,16833,4.56s,186.61us,1.32us,178.19us,13.45us,157.06us,209.06us
wild/rustsec-cargo-audit/both-slashes,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,5266960,18072,4.56s,158.75us,867.00ns,165.98us,12.36us,157.04us,200.63us
wild/rustsec-cargo-audit/both-alternate,count-captures,0.1.0 (rev be8b1354b8),python/re,3.12.3,,5266960,2861,4.56s,1.05ms,2.38us,1.05ms,8.13us,1.04ms,1.41ms
wild/rustsec-cargo-audit/both-alternate,count-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,5266960,18679,4.56s,160.17us,616.00ns,160.58us,1.45us,157.62us,204.84us
wild/rustsec-cargo-audit/both-alternate,count-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,5266960,18688,4.56s,160.12us,435.00ns,160.51us,1.21us,158.39us,186.48us
wild/url/compile,compile,0.1.0 (rev be8b1354b8),python/re,3.12.3,,,594,4.56s,5.00ms,35.44us,5.05ms,159.14us,4.88ms,5.67ms
wild/url/compile,compile,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,,1013,4.51s,2.80ms,15.66us,2.79ms,31.93us,2.71ms,2.99ms
wild/url/compile,compile,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,,996,4.51s,2.83ms,17.98us,2.82ms,33.10us,2.74ms,3.09ms
wild/url/search,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,7384531,2,6.66s,2.19s,115.58us,2.19s,115.58us,2.19s,2.19s
wild/url/search,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,7384531,48,4.61s,63.55ms,35.92us,63.55ms,49.13us,63.46ms,63.65ms
wild/url/search,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,7384531,47,4.61s,64.42ms,62.37us,64.69ms,882.59us,64.28ms,68.12ms
captures/contiguous-letters,count-captures,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,61436,616,4.56s,4.88ms,29.53us,4.88ms,50.40us,4.74ms,5.17ms
curated/01-literal/sherlock-en,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,899232,153243,4.56s,19.11us,58.00ns,19.55us,1.75us,18.85us,61.47us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,899232,42722,4.56s,69.68us,65.00ns,70.19us,1.71us,69.41us,114.48us
curated/01-literal/sherlock-ru,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,1570556,84437,4.56s,34.19us,106.00ns,35.49us,3.79us,33.78us,181.70us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,1570556,19324,4.51s,154.50us,692.00ns,155.22us,3.33us,151.17us,222.77us
curated/01-literal/sherlock-zh,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,813478,193353,4.56s,15.18us,57.00ns,15.49us,616.00ns,15.02us,43.40us
curated/02-literal-alternate/sherlock-en,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,899232,47599,4.56s,62.42us,107.00ns,62.99us,1.49us,62.14us,103.72us
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,899232,11624,4.51s,255.69us,1.23us,258.07us,6.10us,252.29us,342.80us
curated/02-literal-alternate/sherlock-ru,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,1570556,14909,4.51s,199.14us,1.10us,201.19us,5.01us,196.14us,258.32us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,1570556,3537,4.51s,846.62us,7.56us,848.35us,12.35us,829.63us,927.15us
curated/02-literal-alternate/sherlock-zh,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,813478,59294,4.56s,50.08us,230.00ns,50.56us,1.33us,49.74us,122.92us
curated/03-date/ascii,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,268796,1867,4.51s,1.61ms,9.66us,1.61ms,24.62us,1.55ms,1.85ms
curated/03-date/unicode,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,268796,1869,4.56s,1.61ms,10.38us,1.61ms,16.08us,1.56ms,1.66ms
curated/03-date/compile-ascii,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,1302,4.51s,1.26ms,19.45us,1.27ms,30.91us,1.20ms,1.36ms
curated/03-date/compile-unicode,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,393,4.56s,4.80ms,38.59us,4.81ms,56.19us,4.71ms,5.05ms
curated/04-ruff-noqa/real,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,32514634,162,4.56s,18.49ms,70.01us,18.54ms,190.67us,18.23ms,19.50ms
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,32514634,145,4.61s,20.70ms,65.03us,20.77ms,243.00us,20.53ms,21.78ms
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,52667,4.56s,52.03us,1.13us,52.31us,2.08us,47.90us,222.28us
curated/05-lexer-veryl/single,count-captures,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,150600,209,4.56s,14.41ms,34.57us,14.41ms,56.74us,14.29ms,14.83ms
curated/05-lexer-veryl/compile-single,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,5095,4.51s,242.08us,3.56us,243.23us,6.09us,232.25us,305.84us
curated/05-lexer-veryl/multi,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,150600,1551,4.51s,1.93ms,17.41us,1.94ms,27.06us,1.88ms,2.07ms
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,107,1000000,730.45ms,162.00ns,1.00ns,163.00ns,20.00ns,158.00ns,3.07us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,102,1000000,527.86ms,57.00ns,2.00ns,57.00ns,10.00ns,52.00ns,2.07us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,10001,1000000,579.30ms,120.00ns,1.00ns,121.00ns,26.00ns,111.00ns,16.95us
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,1913704,655,4.56s,4.58ms,9.35us,4.59ms,22.02us,4.55ms,4.81ms
curated/07-unicode-character-data/compile,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,97452,4.56s,24.49us,301.00ns,24.58us,656.00ns,22.67us,54.90us
curated/08-words/all-english,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,76401,5095,4.51s,588.00us,7.69us,588.83us,14.02us,565.42us,676.40us
curated/08-words/all-russian,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,123942,604,4.56s,4.97ms,13.67us,4.97ms,36.20us,4.93ms,5.29ms
curated/08-words/long-english,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,76401,36417,4.56s,81.65us,53.00ns,82.35us,1.76us,81.44us,126.43us
curated/08-words/long-russian,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,123942,1090,4.51s,2.75ms,6.82us,2.75ms,16.93us,2.73ms,2.91ms
curated/09-aws-keys/full,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,32514634,191,4.56s,15.74ms,77.26us,15.76ms,135.98us,15.56ms,16.53ms
curated/09-aws-keys/quick,grep,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,32514634,186,4.61s,16.14ms,84.00us,16.21ms,218.77us,15.96ms,16.99ms
curated/09-aws-keys/compile-full,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,25617,4.56s,83.60us,2.21us,83.92us,5.08us,76.60us,192.61us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,159624,4.56s,13.58us,210.00ns,13.65us,484.00ns,12.50us,54.68us
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,151522,15918,4.51s,187.99us,1.48us,188.43us,2.99us,181.48us,238.98us
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,248919,8934,4.51s,334.43us,1.22us,335.79us,4.88us,329.59us,388.68us
curated/10-bounded-repeat/context,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,7384531,50,4.61s,61.07ms,178.56us,60.98ms,486.69us,60.17ms,62.95ms
curated/10-bounded-repeat/capitals,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,7384531,388,4.56s,7.71ms,18.02us,7.74ms,105.34us,7.66ms,8.27ms
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,44280,4.56s,52.62us,562.00ns,52.81us,1.22us,50.30us,101.00us
curated/10-bounded-repeat/compile-capitals,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,44281,4.56s,53.31us,457.00ns,53.51us,1.69us,51.34us,272.70us
curated/11-unstructured-to-json/extract,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,23952,16165,4.51s,185.38us,0.96us,185.56us,2.35us,177.80us,235.44us
curated/11-unstructured-to-json/compile,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,121630,4.56s,16.96us,392.00ns,17.09us,1.10us,15.21us,310.48us
curated/12-dictionary/single,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,61436,39907,4.56s,74.76us,93.00ns,75.15us,1.26us,74.33us,138.53us
curated/12-dictionary/multi,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,61436,10563,4.66s,283.93us,2.56us,283.99us,5.40us,267.69us,525.59us
curated/12-dictionary/compile-single,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,435,4.56s,6.79ms,31.12us,6.80ms,81.61us,6.65ms,7.17ms
curated/12-dictionary/compile-multi,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,3,5.16s,13.46ms,131.47us,13.52ms,185.94us,13.33ms,13.77ms
curated/13-noseyparker/single,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,32514634,14,4.76s,226.39ms,2.51ms,224.76ms,4.46ms,217.14ms,231.59ms
curated/13-noseyparker/multi,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,32514634,11,4.76s,278.46ms,1.07ms,275.54ms,5.45ms,265.03ms,279.72ms
curated/13-noseyparker/compile-single,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,258,4.56s,2.03ms,28.41us,2.04ms,49.20us,1.97ms,2.26ms
curated/13-noseyparker/compile-multi,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,135,4.56s,2.45ms,42.67us,2.45ms,54.54us,2.35ms,2.60ms
curated/14-quadratic/1x,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,100,617985,4.73s,4.76us,25.00ns,4.83us,624.00ns,4.68us,261.04us
curated/14-quadratic/2x,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,200,150328,4.56s,19.86us,25.00ns,19.93us,326.00ns,19.75us,44.49us
curated/14-quadratic/10x,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,1000,5820,4.51s,513.38us,826.00ns,515.51us,7.10us,512.05us,607.25us
dictionary/compile/english,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,15,4.71s,199.17ms,1.07ms,200.09ms,2.55ms,196.39ms,204.79ms
dictionary/compile/english-10,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,44,4.61s,69.49ms,380.26us,69.28ms,763.41us,67.57ms,70.63ms
dictionary/compile/english-15,compile,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,,435,4.51s,6.78ms,28.19us,6.80ms,102.66us,6.64ms,7.58ms
dictionary/search/english,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,61436,5679,4.81s,524.69us,8.17us,528.27us,12.86us,513.04us,637.23us
dictionary/search/english-tiny,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,108,1000000,1.68s,518.00ns,10.00ns,524.00ns,56.00ns,490.00ns,20.92us
dictionary/search/english-10,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,61436,9244,4.61s,325.44us,4.19us,324.52us,7.61us,304.51us,394.20us
dictionary/search/english-15,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,61436,39896,4.56s,74.81us,86.00ns,75.17us,1.28us,74.37us,116.73us
folly/awyer-inn-busted,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,80007,6991,4.51s,427.26us,3.89us,429.09us,8.40us,417.52us,501.20us
folly/literal-never-match-rare,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,7384531,22586,4.56s,131.29us,855.00ns,132.80us,3.43us,126.20us,326.63us
folly/literal-never-match-frequent,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,7384531,22424,4.56s,132.71us,359.00ns,133.75us,2.73us,131.81us,182.08us
folly/literal-never-match-tricksy,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,120012,198450,4.56s,14.58us,513.00ns,15.09us,1.26us,12.98us,42.20us
grep/every-line,grep,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,7384531,961,4.56s,3.12ms,11.95us,3.12ms,30.22us,3.08ms,3.31ms
grep/long-words-ascii,grep,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,7384531,394,4.56s,7.60ms,22.65us,7.62ms,96.76us,7.52ms,8.23ms
grep/long-words-unicode,grep,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,7384531,382,4.56s,7.85ms,18.29us,7.86ms,73.35us,7.79ms,8.38ms
hyperscan/literal-english-nosom,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,613357,286485,4.62s,10.40us,31.00ns,10.44us,373.00ns,10.18us,40.29us
hyperscan/literal-english-som,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,613357,287633,4.62s,10.40us,23.00ns,10.40us,379.00ns,10.17us,111.09us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,613357,87459,4.56s,34.05us,21.00ns,34.27us,834.00ns,33.94us,67.66us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,613357,87159,4.56s,34.17us,44.00ns,34.39us,607.00ns,34.06us,72.89us
hyperscan/literal-russian-nosom,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,613423,287889,4.62s,10.40us,34.00ns,10.39us,323.00ns,10.18us,58.64us
hyperscan/literal-russian-som,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,613423,287847,4.62s,10.40us,28.00ns,10.39us,285.00ns,10.17us,41.69us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,613423,68992,4.56s,43.12us,244.00ns,43.45us,1.29us,42.58us,260.88us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,613423,68836,4.56s,43.22us,273.00ns,43.55us,1.06us,42.64us,76.80us
hyperscan/literal-suffix-nosom,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,594933,110301,4.57s,27.08us,100.00ns,27.17us,543.00ns,26.61us,65.09us
hyperscan/literal-suffix-som,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,594933,96688,4.57s,30.90us,145.00ns,31.00us,610.00ns,30.32us,60.67us
hyperscan/literal-inner-nosom,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,594933,118420,4.57s,25.14us,118.00ns,25.30us,638.00ns,24.68us,71.67us
hyperscan/literal-inner-som,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,594933,110510,4.56s,27.02us,265.00ns,27.12us,636.00ns,26.21us,55.28us
hyperscan/fixed-length-words-nosom,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,594933,4843,4.51s,618.31us,0.98us,619.49us,5.84us,617.09us,888.90us
hyperscan/fixed-length-words-som,count-spans,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,594933,4812,4.51s,622.13us,566.00ns,623.44us,5.54us,620.83us,713.49us
hyperscan/fixed-length-words-unicode-nosom,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,594933,4840,4.56s,618.38us,0.99us,619.93us,6.08us,617.10us,701.14us
imported/leipzig/twain,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,9135,4.56s,321.37us,3.13us,328.37us,13.45us,316.76us,453.99us
imported/leipzig/twain-insensitive,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,3166,4.56s,941.95us,14.28us,947.80us,25.35us,922.60us,1.22ms
imported/leipzig/shing,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,5509,4.56s,536.90us,3.70us,544.57us,14.97us,527.96us,664.67us
imported/leipzig/huck-saw,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,4846,4.56s,608.49us,8.87us,619.01us,21.29us,596.36us,881.18us
imported/leipzig/word-ending-nn,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,6061,4.56s,488.44us,4.11us,494.98us,14.63us,479.34us,690.03us
imported/leipzig/certain-long-strings-ending-x,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,1263,4.56s,2.36ms,23.14us,2.38ms,56.65us,2.31ms,2.76ms
imported/leipzig/tom-sawyer-huckle-finn,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,4501,4.56s,657.19us,4.75us,666.46us,17.83us,647.09us,877.84us
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,274,4.56s,10.95ms,34.62us,10.97ms,67.85us,10.87ms,11.49ms
imported/leipzig/tom-sawyer-huckle-fin-prefix-short,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,4184,4.56s,709.32us,9.59us,716.97us,18.37us,696.13us,818.64us
imported/leipzig/tom-sawyer-huckle-fin-prefix-long,count,0.1.0 (rev be8b1354b8),rust/regex-run2,1.11.0,,16013977,4038,4.56s,733.50us,6.09us,743.07us,17.67us,723.69us,869.03us
