name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
imported/sherlock/name-alt1,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,22235,4.56s,134.41us,234.00ns,134.63us,2.13us,133.52us,430.35us
imported/sherlock/name-alt1,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,233644,4.62s,12.77us,68.00ns,12.81us,227.00ns,12.54us,43.20us
imported/sherlock/name-alt1,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,233401,4.62s,12.80us,65.00ns,12.83us,182.00ns,12.57us,21.20us
imported/sherlock/name-alt2,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,2856,4.56s,1.05ms,1.13us,1.05ms,9.12us,1.04ms,1.39ms
imported/sherlock/name-alt2,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,64751,4.56s,46.27us,222.00ns,46.30us,565.00ns,44.98us,60.77us
imported/sherlock/name-alt2,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,65024,4.56s,46.21us,333.00ns,46.11us,716.00ns,45.04us,79.72us
imported/sherlock/name-alt3,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,2649,4.56s,1.13ms,1.00us,1.13ms,8.16us,1.13ms,1.45ms
imported/sherlock/name-alt3,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,58596,4.56s,51.05us,700.00ns,51.17us,0.98us,49.27us,69.57us
imported/sherlock/name-alt3,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,58887,4.56s,50.76us,724.00ns,50.92us,0.99us,49.39us,77.75us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,187,4.56s,16.12ms,117.92us,16.13ms,177.37us,15.77ms,16.71ms
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,10494,4.51s,285.69us,819.00ns,285.85us,1.46us,282.31us,305.81us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,10447,4.51s,286.92us,868.00ns,287.16us,1.70us,283.46us,317.62us
imported/sherlock/name-alt4,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,2837,4.56s,1.06ms,1.08us,1.06ms,9.89us,1.05ms,1.46ms
imported/sherlock/name-alt4,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,57980,4.56s,50.99us,659.00ns,51.71us,1.24us,50.00us,67.19us
imported/sherlock/name-alt4,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,58807,4.56s,50.48us,407.00ns,50.99us,1.13us,49.65us,76.20us
imported/sherlock/name-alt4-casei,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,583,4.56s,5.15ms,26.74us,5.15ms,37.83us,5.04ms,5.29ms
imported/sherlock/name-alt4-casei,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,31970,4.56s,93.70us,291.00ns,93.81us,636.00ns,92.47us,115.45us
imported/sherlock/name-alt4-casei,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,31390,4.56s,95.43us,329.00ns,95.54us,1.53us,93.95us,340.25us
imported/sherlock/name-alt5,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,3092,4.56s,0.97ms,824.00ns,0.97ms,5.97us,0.97ms,1.28ms
imported/sherlock/name-alt5,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,61929,4.56s,48.33us,362.00ns,48.41us,724.00ns,46.82us,74.62us
imported/sherlock/name-alt5,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,63082,4.56s,47.35us,230.00ns,47.53us,1.08us,46.74us,280.44us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,438,4.56s,6.86ms,37.45us,6.86ms,58.77us,6.72ms,7.07ms
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,22422,4.51s,133.86us,560.00ns,133.77us,1.19us,129.25us,147.69us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,22783,4.51s,131.84us,545.00ns,131.65us,1.09us,127.78us,157.85us
imported/sherlock/no-match-uncommon,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,28733,4.56s,103.98us,32.00ns,104.14us,1.80us,103.85us,391.47us
imported/sherlock/no-match-uncommon,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,204668,4.62s,14.60us,22.00ns,14.63us,207.00ns,14.46us,44.55us
imported/sherlock/no-match-uncommon,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,203894,4.56s,14.60us,25.00ns,14.69us,250.00ns,14.46us,41.88us
imported/sherlock/no-match-common,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,7897,4.56s,379.37us,705.00ns,379.63us,3.65us,375.74us,678.63us
imported/sherlock/no-match-common,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,202251,4.57s,14.63us,59.00ns,14.80us,299.00ns,14.47us,35.71us
imported/sherlock/no-match-common,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,204890,4.57s,14.60us,20.00ns,14.61us,155.00ns,14.47us,35.50us
imported/sherlock/no-match-really-common,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,7906,4.56s,379.02us,865.00ns,379.22us,3.73us,373.04us,676.33us
imported/sherlock/no-match-really-common,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,241399,4.62s,12.37us,105.00ns,12.40us,259.00ns,11.80us,46.63us
imported/sherlock/no-match-really-common,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,240898,4.62s,12.39us,97.00ns,12.43us,267.00ns,11.81us,33.63us
imported/sherlock/the-lower,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,3026,4.56s,0.99ms,4.18us,0.99ms,9.04us,0.98ms,1.32ms
imported/sherlock/the-lower,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,20100,4.51s,149.56us,2.91us,149.23us,3.62us,142.55us,165.05us
imported/sherlock/the-lower,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,20116,4.51s,148.25us,2.55us,149.11us,3.46us,142.88us,165.27us
imported/sherlock/the-upper,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,18173,4.56s,164.58us,319.00ns,164.81us,2.54us,163.45us,486.65us
imported/sherlock/the-upper,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,137919,4.56s,21.54us,155.00ns,21.72us,423.00ns,21.09us,47.69us
imported/sherlock/the-upper,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,140626,4.56s,21.17us,72.00ns,21.30us,389.00ns,20.86us,49.23us
imported/sherlock/the-casei,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,1094,4.56s,2.74ms,60.26us,2.74ms,83.71us,2.55ms,3.00ms
imported/sherlock/the-casei,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,10241,4.51s,292.17us,815.00ns,292.93us,2.51us,289.25us,333.14us
imported/sherlock/the-casei,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,10204,4.51s,292.91us,1.02us,294.00us,3.30us,289.16us,420.64us
imported/sherlock/everything-greedy,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,782,4.56s,3.84ms,8.55us,3.84ms,16.41us,3.81ms,4.14ms
imported/sherlock/everything-greedy,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,1552,4.51s,1.93ms,3.86us,1.93ms,13.02us,1.92ms,2.00ms
imported/sherlock/everything-greedy,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,1481,4.51s,2.03ms,7.56us,2.03ms,16.23us,1.96ms,2.09ms
imported/sherlock/everything-greedy-nl,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,11934,4.56s,250.33us,1.21us,250.92us,4.52us,247.32us,588.66us
imported/sherlock/everything-greedy-nl,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,2078,4.51s,1.44ms,2.12us,1.44ms,10.05us,1.44ms,1.54ms
imported/sherlock/everything-greedy-nl,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,2013,4.51s,1.49ms,3.71us,1.49ms,10.08us,1.46ms,1.63ms
imported/sherlock/letters,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,317,4.56s,9.48ms,46.85us,9.47ms,73.06us,9.19ms,9.62ms
imported/sherlock/letters,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,317,4.56s,9.50ms,43.36us,9.49ms,72.19us,9.28ms,10.06ms
imported/sherlock/letters-upper,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,3072,4.51s,0.98ms,2.36us,0.98ms,5.39us,0.96ms,1.01ms
imported/sherlock/letters-upper,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,3076,4.51s,0.98ms,1.84us,0.98ms,4.91us,0.96ms,1.01ms
imported/sherlock/letters-lower,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,324,4.56s,9.27ms,48.11us,9.27ms,71.77us,9.08ms,9.67ms
imported/sherlock/letters-lower,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,323,4.51s,9.31ms,36.39us,9.30ms,55.75us,9.13ms,9.43ms
imported/sherlock/words,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,204,4.56s,14.75ms,14.60us,14.75ms,21.25us,14.68ms,14.83ms
imported/sherlock/words,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,611,4.51s,4.91ms,18.60us,4.91ms,34.66us,4.84ms,5.23ms
imported/sherlock/words,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,637,4.51s,4.71ms,28.23us,4.71ms,41.10us,4.60ms,4.85ms
imported/sherlock/before-holmes,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,183,4.56s,16.45ms,16.57us,16.45ms,24.48us,16.40ms,16.55ms
imported/sherlock/before-holmes,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,94149,4.56s,30.91us,211.00ns,31.84us,1.96us,30.29us,67.89us
imported/sherlock/before-holmes,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,96103,4.56s,31.02us,157.00ns,31.19us,845.00ns,30.34us,49.67us
imported/sherlock/before-after-holmes,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,182,4.56s,16.54ms,43.59us,16.56ms,59.94us,16.44ms,16.72ms
imported/sherlock/before-after-holmes,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,113244,4.56s,26.41us,104.00ns,26.46us,288.00ns,25.94us,39.71us
imported/sherlock/before-after-holmes,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,112186,4.56s,26.66us,113.00ns,26.71us,334.00ns,26.13us,57.95us
imported/sherlock/holmes-cochar-watson,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,2978,4.56s,1.01ms,1.00us,1.01ms,6.91us,1.00ms,1.36ms
imported/sherlock/holmes-cochar-watson,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,56307,4.56s,52.93us,548.00ns,53.25us,735.00ns,52.13us,73.98us
imported/sherlock/holmes-cochar-watson,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,56654,4.56s,52.57us,160.00ns,52.92us,699.00ns,52.13us,80.82us
imported/sherlock/holmes-coword-watson,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,9859,4.51s,304.02us,629.00ns,304.28us,1.29us,302.89us,342.19us
imported/sherlock/holmes-coword-watson,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,9878,4.51s,303.29us,587.00ns,303.69us,1.95us,302.19us,347.81us
imported/sherlock/quotes,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,1648,4.56s,1.82ms,1.71us,1.82ms,8.69us,1.81ms,2.14ms
imported/sherlock/quotes,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,15673,4.51s,191.26us,493.00ns,191.38us,2.19us,189.03us,432.39us
imported/sherlock/quotes,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,15684,4.51s,191.11us,522.00ns,191.25us,0.99us,189.02us,216.11us
imported/sherlock/line-boundary-sherlock-holmes,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,916,4.56s,3.28ms,13.83us,3.28ms,25.70us,3.19ms,3.41ms
imported/sherlock/line-boundary-sherlock-holmes,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,225005,4.57s,13.28us,42.00ns,13.30us,213.00ns,13.03us,65.76us
imported/sherlock/line-boundary-sherlock-holmes,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,215835,4.62s,13.32us,50.00ns,13.87us,1.57us,13.08us,29.25us
imported/sherlock/word-ending-n,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,541,4.56s,5.55ms,10.93us,5.55ms,18.35us,5.51ms,5.64ms
imported/sherlock/word-ending-n,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,4749,4.51s,630.58us,4.10us,631.78us,8.68us,618.64us,671.95us
imported/sherlock/word-ending-n,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,4684,4.51s,639.87us,4.17us,640.58us,8.00us,623.16us,696.37us
imported/sherlock/repeated-class-negation,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,282,4.56s,10.66ms,9.00us,10.66ms,16.95us,10.63ms,10.75ms
imported/sherlock/repeated-class-negation,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,123995,4.56s,24.12us,611.00ns,24.16us,0.97us,22.77us,44.58us
imported/sherlock/repeated-class-negation,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,126147,4.56s,23.54us,434.00ns,23.75us,662.00ns,22.84us,31.06us
imported/sherlock/ing-suffix,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,445,4.56s,6.74ms,11.20us,6.74ms,15.84us,6.70ms,6.80ms
imported/sherlock/ing-suffix,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,17581,4.51s,170.31us,831.00ns,170.61us,1.50us,167.47us,185.17us
imported/sherlock/ing-suffix,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,17456,4.51s,171.57us,1.01us,171.84us,1.54us,168.54us,194.11us
imported/sherlock/ing-suffix-limited-space,count-spans,0.1.0 (rev be8b1354b8),python/re,3.12.3,,594933,678,4.56s,4.43ms,3.72us,4.43ms,6.64us,4.41ms,4.48ms
imported/sherlock/ing-suffix-limited-space,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,594933,19109,4.51s,156.87us,941.00ns,156.96us,1.60us,152.84us,196.71us
imported/sherlock/ing-suffix-limited-space,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,594933,19275,4.51s,155.43us,0.99us,155.62us,1.70us,151.92us,175.88us
lookbehind/snort/snort-0,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,50014658,263,4.96s,11.43ms,33.27us,11.44ms,57.90us,11.35ms,11.79ms
lookbehind/snort/snort-0,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,50014658,4,4.66s,766.63ms,137.19us,766.72ms,292.98us,766.43ms,767.20ms
lookbehind/snort/snort-1,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,50014658,23,5.11s,133.64ms,649.43us,133.37ms,1.06ms,130.65ms,134.74ms
lookbehind/snort/snort-1,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,50014658,3,5.51s,1.09s,148.11us,1.09s,532.44us,1.09s,1.09s
lookbehind/snort/snort-2,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,50014658,11,5.21s,279.92ms,1.13ms,280.04ms,1.16ms,278.32ms,281.88ms
lookbehind/snort/snort-2,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,50014658,5,5.21s,641.75ms,382.82us,641.73ms,498.06us,641.15ms,642.61ms
lookbehind/snort/snort-3,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,50014658,9,5.56s,366.12ms,154.44us,366.06ms,201.15us,365.71ms,366.45ms
lookbehind/snort/snort-3,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,50014658,9,5.11s,359.76ms,124.25us,359.75ms,134.38us,359.56ms,359.98ms
lookbehind/snort/snort-4,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,50014658,247,4.96s,12.16ms,32.70us,12.18ms,61.71us,12.08ms,12.50ms
lookbehind/snort/snort-4,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,50014658,5,6.01s,740.80ms,277.13us,741.00ms,437.50us,740.52ms,741.68ms
lookbehind/snort/linear-haystack-1000,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,1002,691918,4.73s,4.07us,32.00ns,4.13us,1.21us,3.97us,913.71us
lookbehind/snort/linear-haystack-1000,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,1002,126439,4.56s,23.67us,214.00ns,23.70us,770.00ns,22.46us,261.12us
lookbehind/snort/linear-haystack-10000,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,10002,77826,4.56s,37.58us,315.00ns,38.33us,2.40us,36.63us,321.56us
lookbehind/snort/linear-haystack-10000,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,10002,12705,4.51s,236.14us,1.85us,236.10us,2.91us,224.28us,261.18us
lookbehind/snort/linear-haystack-100000,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,100002,7837,4.56s,370.81us,4.62us,382.57us,26.82us,363.06us,717.98us
lookbehind/snort/linear-haystack-100000,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,100002,1285,4.51s,2.34ms,11.93us,2.34ms,18.32us,2.28ms,2.41ms
lookbehind/snort/linear-haystack-many-1000,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,2000,52761,4.56s,56.31us,481.00ns,56.63us,1.86us,54.78us,397.10us
lookbehind/snort/linear-haystack-many-1000,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,2000,24218,4.51s,123.65us,532.00ns,123.85us,1.27us,121.06us,141.44us
lookbehind/snort/linear-haystack-many-10000,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,20000,5114,4.56s,586.77us,6.99us,586.45us,13.66us,551.19us,871.81us
lookbehind/snort/linear-haystack-many-10000,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,20000,2412,4.51s,1.24ms,3.32us,1.24ms,5.22us,1.23ms,1.28ms
lookbehind/snort/linear-haystack-many-100000,count,0.1.0 (rev be8b1354b8),python/re,3.12.3,,200000,514,4.56s,5.84ms,21.35us,5.84ms,57.54us,5.76ms,6.92ms
lookbehind/snort/linear-haystack-many-100000,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,200000,243,4.56s,12.40ms,16.03us,12.39ms,24.86us,12.31ms,12.48ms
opt/accelerate/whole-line,grep,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,7384531,606,4.56s,4.95ms,10.49us,4.95ms,17.51us,4.91ms,5.05ms
opt/accelerate/whole-line,grep,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,7384531,602,4.56s,4.98ms,8.44us,4.99ms,16.85us,4.95ms,5.17ms
opt/accelerate/non-dna,count-spans,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,1016745,6111,4.51s,487.19us,11.31us,490.91us,16.74us,461.74us,562.51us
opt/accelerate/non-dna,count-spans,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,1016745,6160,4.51s,483.80us,7.73us,487.01us,15.93us,463.32us,553.39us
opt/backtrack/words-english,grep-captures,0.1.0 (rev be8b1354b8),python/re,3.12.3,,613357,165,4.56s,18.24ms,26.78us,18.24ms,48.71us,18.08ms,18.50ms
opt/backtrack/words-english,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,613357,1192,4.51s,2.52ms,6.37us,2.52ms,14.20us,2.48ms,2.66ms
opt/backtrack/words-english,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,613357,1154,4.51s,2.60ms,3.13us,2.60ms,5.49us,2.59ms,2.65ms
opt/backtrack/words-russian,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,613423,286,4.56s,10.52ms,17.83us,10.53ms,26.76us,10.47ms,10.64ms
opt/backtrack/words-russian,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,613423,290,4.51s,10.35ms,13.05us,10.35ms,28.07us,10.31ms,10.65ms
opt/fixed-length/too-small-ascii,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,6,1000000,475.44ms,16.00ns,0.00ns,16.00ns,5.00ns,15.00ns,1.64us
opt/fixed-length/too-small-ascii,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,6,1000000,424.58ms,19.00ns,1.00ns,19.00ns,7.00ns,17.00ns,2.56us
opt/fixed-length/too-small-unicode,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,36,1000000,375.00ms,16.00ns,0.00ns,16.00ns,9.00ns,15.00ns,6.43us
opt/fixed-length/too-small-unicode,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,36,1000000,476.04ms,19.00ns,1.00ns,19.00ns,8.00ns,17.00ns,3.17us
opt/fixed-length/too-big-ascii,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,52,1000000,373.87ms,16.00ns,0.00ns,17.00ns,47.00ns,15.00ns,45.90us
opt/fixed-length/too-big-ascii,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,52,1000000,373.63ms,19.00ns,0.00ns,19.00ns,6.00ns,18.00ns,2.10us
opt/fixed-length/too-big-unicode,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,44,1000000,475.58ms,16.00ns,0.00ns,17.00ns,6.00ns,14.00ns,1.97us
opt/fixed-length/too-big-unicode,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,44,1000000,425.22ms,19.00ns,0.00ns,19.00ns,9.00ns,18.00ns,4.89us
opt/fixed-length/go33484-1,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,10000,1000000,475.41ms,16.00ns,0.00ns,17.00ns,6.00ns,15.00ns,2.23us
opt/fixed-length/go33484-1,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,10000,1000000,474.28ms,19.00ns,0.00ns,19.00ns,7.00ns,18.00ns,2.48us
opt/fixed-length/go33484-2,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,10000,1000000,374.66ms,16.00ns,0.00ns,17.00ns,6.00ns,15.00ns,2.17us
opt/fixed-length/go33484-2,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,10000,1000000,475.64ms,19.00ns,0.00ns,19.00ns,37.00ns,18.00ns,36.53us
opt/fixed-length/go33484-3,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,1000,1000000,425.59ms,16.00ns,0.00ns,17.00ns,62.00ns,15.00ns,61.87us
opt/fixed-length/go33484-3,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,1000,1000000,475.27ms,19.00ns,0.00ns,19.00ns,7.00ns,18.00ns,2.86us
opt/literal-alt/one-pattern,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,123,1000000,777.74ms,149.00ns,1.00ns,149.00ns,14.00ns,146.00ns,2.68us
opt/literal-alt/one-pattern,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,123,1000000,627.36ms,151.00ns,0.00ns,152.00ns,15.00ns,149.00ns,3.10us
opt/literal-alt/pattern-per-word,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,123,1000000,1.93s,258.00ns,4.00ns,259.00ns,40.00ns,248.00ns,19.41us
opt/literal-alt/pattern-per-word,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,123,1000000,2.53s,260.00ns,3.00ns,261.00ns,24.00ns,248.00ns,14.34us
opt/nfa-sparse/small-repeated-class-bytes,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,96004,48,4.56s,62.66ms,59.08us,62.69ms,195.48us,62.49ms,63.87ms
opt/nfa-sparse/small-repeated-class-bytes,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,96004,45,4.56s,66.85ms,111.06us,66.85ms,171.52us,66.53ms,67.26ms
opt/nfa-sparse/small-repeated-class-unicode,count,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,96004,48,4.56s,62.86ms,59.74us,62.85ms,112.86us,62.57ms,63.30ms
opt/nfa-sparse/small-repeated-class-unicode,count,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,96004,45,4.56s,66.97ms,167.48us,67.01ms,255.58us,66.59ms,67.65ms
opt/onepass/fn-predicate,grep-captures,0.1.0 (rev be8b1354b8),python/re,3.12.3,,7384531,42,4.61s,71.96ms,41.51us,71.94ms,107.26us,71.53ms,72.16ms
opt/onepass/fn-predicate,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,7384531,460,4.56s,6.53ms,15.01us,6.53ms,25.00us,6.45ms,6.68ms
opt/onepass/fn-predicate,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,7384531,484,4.51s,6.20ms,14.35us,6.20ms,23.75us,6.15ms,6.33ms
opt/onepass/first-three-words-english,grep-captures,0.1.0 (rev be8b1354b8),python/re,3.12.3,,613357,275,4.56s,10.92ms,34.38us,10.92ms,51.14us,10.72ms,11.17ms
opt/onepass/first-three-words-english,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,613357,2854,4.51s,1.05ms,4.91us,1.05ms,10.37us,1.03ms,1.13ms
opt/onepass/first-three-words-english,grep-captures,0.1.0 (rev be8b1354b8),rust/regex-lookbehind,1.12.0,,613357,2902,4.51s,1.03ms,4.94us,1.03ms,8.21us,1.02ms,1.09ms
opt/onepass/first-three-words-russian,grep-captures,0.1.0 (rev be8b1354b8),rust/regex,1.11.0,,613423,3715,4.56s,805.76us,3.87us,807.63us,7.47us,792.12us,858.30us
